141.4182,33.614,0.2377,421.4045,17.011,1,0
145.0436,29.0369,0.2002,225.4949,444.6,1,0
146.6802,32.8778,0.2241,1,13.745,1,0
149,39,0.2617,238.0502,614.52,1,0
150.2342,28.1667,0.1875,153.0133,1,2,0
156,17,0.109,570.028,1,1,0
157.8604,33.4574,0.2119,736.4736,641.5,1,0
160,24,0.15,303.9185,1066.22,2,0
160.0043,23.2293,0.1452,292.0894,182.18,1,0
162.0783,29.3515,0.1811,298.8149,910.34,1,0
165,24,0.1455,188.6209,107.66,1,0
169.7279,46,0.271,350,11.485,1,0
170,29,0.1706,313.2701,1,1,0
177.0043,19.5644,0.1105,332.0869,10.92,1,0
179,31.3147,0.1749,212.7297,24.08,1,0
182,36,0.1978,836.3845,1248.76,1,0
184,28,0.1522,1,1,1,0
195.8054,29.1861,0.1491,202.6586,13.283,1,0
200.2337,32.7321,0.1635,470.5847,272.6,1,0
202,53,0.2624,1099.0887,841.06,1,0
206,36,0.1748,863.8409,137.5,1,0
208.8419,49.0117,0.2347,551.6069,368.94,1,0
213,49,0.23,760.83,955.2,1,0
215,42.7531,0.1989,458.5085,297.2,1,0
215,32,0.1488,1,1,2,0
218.8161,32.777,0.1498,202.5742,270.08,2,0
222.2479,24.7839,0.1115,1,14.872,1,0
227,38,0.1674,218.6125,137.1,1,0
227.5832,17.5131,0.077,1,1613.3,2,0
228,25,0.1096,248.5158,51.62,1,0
228.9467,33.7323,0.1473,108.9799,318.76,1,0
236.1299,31.7141,0.1343,1,11.969,1,0
238.0569,29.3515,0.1233,312.4442,87.5,1,0
238.1423,38.6724,0.1624,621.9044,475.12,1,0
239.1036,22.0262,0.0921,185.8094,7.963,1,0
254,31.2,0.1228,1,544.38,2,0
254,36,0.1417,498.6899,235.04,1,0
255,37,0.1451,593.9685,326.58,1,0
261,23,0.0881,126.1955,1,1,0
263,18,0.0684,1,1,1,0
272,35,0.1287,337.9531,1523.2,1,0
275.2189,29.6781,0.1078,106.5677,99.6,1,0
297,42.2057,0.1421,290.9078,4133.64,2,0
312,27,0.0865,530.5964,158.54,1,0
312.0472,19.6453,0.063,1,1,1,0
355,47,0.1324,360.1726,362.78,1,0
357.483,32.9796,0.0923,474.7686,469.36,1,0
358.6393,42.8869,0.1196,280.426,1659.74,2,0
360,35,0.0972,164.0134,8389.22,2,0
361.3025,48.7053,0.1348,100.4836,159.686,2,0
362.3558,2,0.0055,488.7987,1,1,0
385,74,0.1922,155.1007,161.36,1,0
386.2961,62.3837,0.1615,1,118.18,1,0
394.4434,35.238,0.0893,110.2863,14.184,1,0
397.72,35,0.088,583.5812,1,1,0
398,32.2669,0.0811,109.043,2390.98,1,0
410.3642,29.4258,0.0717,249.379,77.045,2,0
410.5019,40.0065,0.0975,1,779.72,1,0
414.5655,43.8985,0.1059,189.8332,402.62,1,0
424.9464,46.2903,0.1089,78.5311,243.02,1,0
427.8305,25.418,0.0594,215.3558,318.2,2,0
432,37,0.0856,611.4956,327.92,1,0
440.8021,3.9001,0.0088,487.7607,165.3,1,0
459,68,0.1481,126.0429,656.24,1,0
460,17,0.037,121.7988,166.64,2,0
468,31.2,0.0667,219.7772,652.56,2,0
479.9045,19.1686,0.0399,253.0461,20.202,2,0
482.7139,23.1725,0.048,456.7501,18.301,2,0
484.5127,81.547,0.1683,151.0481,143.879,2,0
485.7701,30.8967,0.0636,1001.9385,1008.04,1,0
491.0766,35.164,0.0716,114.6282,10.924,1,0
496,47,0.0948,123.2893,380.76,1,0
496.2681,23.502,0.0474,152.3589,18.583,2,0
500.9285,30.9647,0.0618,386.3782,95.54,1,0
509.9002,13,0.0255,155.3559,33.74,2,0
515.8863,68.2076,0.1322,742.4439,910.34,1,0
528.5765,119.1842,0.2255,330.3335,5974.8,1,0
539.2556,32,0.0593,790.3471,1,1,0
552.7384,51.3319,0.0929,329.1712,1659.74,1,0
571.153,34.012,0.0595,219.6442,937.28,1,0
597,38,0.0637,351.5646,1274.4,1,0
599.6083,92.5393,0.1543,311.5648,56.805,1,0
603.8932,63.4394,0.1051,397.666,68.4,1,0
632,31.2,0.0494,560.1118,791.94,1,0
656,18,0.0274,643.2837,1341.78,2,0
664.3672,113.8421,0.1714,1050.2198,1184.22,1,0
665.9198,31.4129,0.0472,1,4.199,1,0
690.8645,75.7166,0.1096,173.9782,721.68,2,0
699.0611,28.9534,0.0414,426.3225,24.098,2,0
719.1348,47.8747,0.0666,444.5716,8026.94,1,0
739.5958,27.8321,0.0376,1,1,1,0
746.242,29.6178,0.0397,329.5774,356.32,1,0
768.0856,34.1112,0.0444,187.5844,15.331,1,0
769.3676,34.2783,0.0446,248.8674,255.52,1,0
790,38,0.0481,463.1587,377.8,1,0
835.7137,26.5896,0.0318,1,22.146,1,0
907,46,0.0507,925.4932,567.1,2,0
911,31.2,0.0342,87.8799,560.84,1,0
995.3048,31.9993,0.0322,99.3519,20.681,2,0
997.483,29.3145,0.0294,286.1538,3282.28,1,0
999.7188,20.3151,0.0203,159.053,10.31,2,0
1028,31.2,0.0304,240.056,701.6,1,0
1061.2066,49.6817,0.0468,1,20.749,1,0
1069.859,20.3771,0.019,128.2412,10.502,2,0
1109.7987,35.6245,0.0321,1141.8626,52.067,1,0
1140.7125,30.0441,0.0263,584.8723,25.32,1,0
1220.357,20.0438,0.0164,1,39.158,2,0
1294.4769,30.6105,0.0236,1,1423.04,1,0
1316.1749,33.4168,0.0254,316.522,41.417,1,0
1318.0238,34.6658,0.0263,382.9621,21.313,2,0
1450.125,50,0.0345,100.5832,187.24,1,0
1476.3531,45.53,0.0308,986.7297,34.822,2,0
1508.4627,22.6287,0.015,121.2502,26.426,2,0
1516.1619,170,0.1121,360.6397,48.453,2,0
1539.4889,31.469,0.0204,235.0985,185.887,2,0
1567.701,34.1112,0.0218,359.3128,39.107,2,0
1570.2554,26.5593,0.0169,432.0695,164.615,2,0
1660.7058,20.8772,0.0126,1,50.08,2,0
1700.9906,25.2865,0.0149,101.4088,204.791,2,0
1728.7811,31.1959,0.018,645.3469,7.224,2,0
1739.5385,84.8351,0.0488,232.151,16.928,1,0
1868.5665,28.1667,0.0151,1,613.64,2,0
2043.3098,22.9838,0.0112,671.4041,2763.54,1,0
2234,48,0.0215,471.6096,654.4,1,0
2268.9,69.3879,0.0306,664.2059,1853.62,2,0
2300,68,0.0296,610.5254,1839.84,1,0
2316.4,29.751,0.0128,1,1,2,0
2870.3,28.9521,0.0101,107.1489,2992.2,2,0
2941.9918,13,0.0044,583.6771,1966.78,2,0
3022.3185,28.5219,0.0094,290.852,2161.16,2,0
3031.5517,48.5377,0.016,665.178,3047.6,2,0
3100.7,47.576,0.0153,904.5613,4249.58,2,0
3199.294,27.3602,0.0086,318.7592,2542.2,2,0
3248.0491,24.7309,0.0076,603.3679,814.36,1,0
3313.8805,19.0997,0.0058,170.8171,2672.16,2,0
3503.1943,36.787,0.0105,940.6527,2683.86,1,0
3807.7665,3.9001,0.001,136.0977,3767.68,2,0
3807.7665,47.7564,0.0125,491.0004,141.72,2,0
3922.6279,23.7947,0.0061,396.8586,722.94,1,0
1521,33,0.0217,280.0441,1102.58,2,0
1000.1395,33.4479,0.0334,99.4042,714.38,1,0
3146.8636,35,0.0111,272.6755,2931.84,2,0
2571.4,38.6724,0.015,1,187.24,1,0
2727.8273,17.8266,0.0065,1,89.768,2,1
2128.9894,24.7681,0.0116,329.7385,216.848,2,1
1189,36.8291,0.031,204.584,641.86,1,1
53.1434,29.8821,0.5623,529.8183,2681.88,2,1
1828,39,0.0213,1,1431.14,1,1
2528.1,36.1425,0.0143,660.3792,5959.84,2,1
106.9061,49.8212,0.466,861.2065,9218,2,1
77.6,27,0.3479,208.7308,6224.18,1,1
1584.9731,103.4861,0.0653,849.6411,1324.4,2,1
3807.7665,57.1339,0.015,734.8161,7790.92,2,1
606,102.5722,0.1693,106.3038,1004.98,2,1
77.6,13,0.1675,237.5946,701.6,1,0
38.8,15.6,0.4021,227.8645,79.22,1,0
69.6389,17.1497,0.2463,516.5101,182.475,1,0
10,20,2,469.7221,381.72,1,0
88.0826,20.2661,0.2301,224.4314,1,1,0
264.5289,21.8469,0.0826,1,6.519,2,0
153.7157,22.8684,0.1488,328.7226,257.22,1,0
544,23,0.0423,234.8133,779.72,1,0
162.4794,24.0893,0.1483,491.6896,502.48,1,0
947.2,24.5132,0.0259,600.9516,22.972,2,0
431.0153,24.9571,0.0579,638.7815,36.64,1,0
182,26,0.1429,151.8749,137.12,1,0
121.3884,27,0.2224,383.7014,1,1,0
122,28,0.2295,300.8382,1,1,0
92.0711,28.2883,0.3072,427.8686,62.44,1,0
1640.4768,28.62,0.0174,490.123,43.778,2,0
161.4993,29.2258,0.181,240.0147,7.824,1,0
112.968,29.3515,0.2598,315.6495,1,1,0
551.5899,29.5049,0.0535,225.1666,137.08,2,0
50.6169,29.6375,0.5855,457.6647,158.14,2,0
61.7748,29.9534,0.4849,138.8138,16.865,2,0
261,31.2,0.1195,274.2706,201.52,1,0
393.3666,31.7812,0.0808,661.1702,1,1,0
184.2341,32.8204,0.1781,581.8687,568.22,1,0
41,33,0.8049,828.2049,314.24,1,0
305.2146,33.6413,0.1102,216.4615,233.1,1,0
410,42,0.1024,277.4163,359.56,1,0
1294.4769,45.7617,0.0354,187.4701,246.28,2,0
228,46,0.2018,1120.8608,478.38,1,0
602.5571,51.3487,0.0852,116.9868,505.64,1,0
327,53,0.1621,416.2288,109.74,1,0
1338,61,0.0456,815.7863,1407.12,1,0
561.3282,61.4546,0.1095,374.761,3481.62,2,0
454,62,0.1366,177.1551,116.84,1,0
597,79,0.1323,330.4144,2513.38,2,0
1550.2691,150,0.0968,201.1337,68.4,1,0
134.6133,372.0037,2.7635,744.8836,146.16,1,0
2269.7821,2,0.0009,364.0519,4248.92,2,0
